Team_Size,Project_Budget_USD,Estimated_Timeline_Months,Complexity_Score,Stakeholder_Count,Past_Similar_Projects,External_Dependencies_Count,Change_Request_Frequency,Team_Turnover_Rate,Vendor_Reliability_Score,Historical_Risk_Incidents,Communication_Frequency,Geographical_Distribution,Schedule_Pressure,Budget_Utilization_Rate,Market_Volatility,Integration_Complexity,Resource_Availability,Organizational_Change_Frequency,Cross_Functional_Dependencies,Previous_Delivery_Success_Rate,Technical_Debt_Level,Project_Start_Month,Current_Phase_Duration_Months,Seasonal_Risk_Factor,Project_ID,Project_Type,Methodology_Used,Team_Experience_Level,Project_Phase,Requirement_Stability,Regulatory_Compliance_Level,Technology_Familiarity,Stakeholder_Engagement_Level,Executive_Sponsorship,Funding_Source,Priority_Level,Project_Manager_Experience,Org_Process_Maturity,Data_Security_Requirements,Key_Stakeholder_Availability,Tech_Environment_Stability,Contract_Type,Resource_Contention_Level,Industry_Volatility,Client_Experience_Level,Change_Control_Maturity,Risk_Management_Maturity,Team_Colocation,Documentation_Quality,Risk_Level
22.0,1324835.75,24.0,6.7,10.0,2.0,5.0,0.91,0.13,0.68,0.0,1.57,3.0,0.0,1.14,0.84,3.78,0.47,1.62,4.0,0.61,0.0,2.0,10.0,1.0,PROJ_2009,Manufacturing,Hybrid,Senior,Monitoring,Stable,Low,Familiar,Low,Moderate,Mixed,Low,Senior PM,Optimizing,Medium,Good,0,Fixed-Price,High,Extreme,Strategic,Advanced,Basic,Fully Colocated,Good,Medium
2.0,420878.56,8.0,3.14,5.0,5.0,2.0,2.59,0.06,0.7,2.0,4.73,1.0,0.0,1.27,0.06,6.56,0.97,0.78,1.0,0.89,0.52,1.0,1.0,1.0,PROJ_2010,IT,Agile,Expert,Planning,Volatile,Critical,Expert,Poor,Moderate,Mixed,Critical,Mid-level PM,Managed,High,Poor,Modern/Stable,Cost-Plus,Medium,Moderate,Occasional,Formal,Formal,Fully Remote,Good,Medium
16.0,662164.29,16.0,5.13,7.0,1.0,4.0,3.02,0.12,0.82,1.0,3.84,4.0,0.0,1.17,0.7,7.79,0.58,2.49,4.0,0.8,0.0,12.0,7.0,1.0,PROJ_2011,Marketing,Waterfall,Senior,Monitoring,Volatile,Medium,Familiar,High,Weak,Internal,High,Senior PM,Managed,Medium,Good,0,Cost-Plus,Low,Stable,Occasional,Formal,Basic,Hybrid,Good,High
18.0,1440880.99,22.0,8.58,11.0,0.0,6.0,2.19,0.28,0.81,0.0,2.21,4.0,0.0,0.83,0.04,2.99,0.74,2.46,7.0,0.92,0.0,6.0,8.0,1.0,PROJ_2012,Manufacturing,Agile,Mixed,Execution,Volatile,High,New,Poor,Strong,External,Low,Mid-level PM,Defined,Low,Moderate,0,Time & Materials,Low,Extreme,Strategic,Basic,Basic,Partially Colocated,Good,High
10.0,787711.93,17.0,7.3,12.0,0.0,3.0,2.02,0.43,0.4,2.0,1.63,1.0,0.07,0.68,0.57,2.32,0.77,0.47,4.0,0.93,0.23,4.0,4.0,1.0,PROJ_2013,IT,Scrum,Mixed,Closure,Stable,Low,Familiar,High,Strong,External,High,Mid-level PM,Defined,High,Good,Mixed,Time & Materials,Medium,Moderate,Occasional,0,Formal,Partially Colocated,Excellent,Low
12.0,921473.12,22.0,9.43,7.0,0.0,4.0,1.16,0.26,0.64,0.0,4.46,3.0,0.07,1.07,0.55,4.03,0.46,2.01,6.0,0.99,0.28,12.0,9.0,1.0,PROJ_2014,IT,Agile,Mixed,Execution,Volatile,Critical,Familiar,Medium,Moderate,Internal,Critical,Mid-level PM,Optimizing,Medium,Poor,Mixed,Hybrid,Low,High,Occasional,Formal,Formal,Fully Remote,Basic,High
36.5,2006022.62,28.0,7.16,20.0,4.0,5.0,1.43,0.23,0.55,1.0,8.04,1.0,0.0,1.16,0.33,1.51,0.69,1.56,7.0,0.87,0.0,8.0,2.0,1.0,PROJ_2015,Construction,Waterfall,Senior,Planning,Stable,Low,Expert,High,Moderate,External,Critical,Senior PM,Optimizing,Low,Moderate,0,Fixed-Price,Medium,High,Strategic,Formal,Formal,Fully Colocated,Excellent,Low
24.0,1959817.34,27.0,10.0,14.0,5.0,7.0,1.34,0.11,0.84,1.0,1.28,2.0,0.0,1.06,0.09,7.61,0.83,0.79,1.0,0.76,0.0,1.0,6.0,1.0,PROJ_2016,R&D,Scrum,Senior,Execution,Volatile,High,New,Poor,Strong,External,Low,Senior PM,Defined,Low,Moderate,0,Fixed-Price,Medium,High,Occasional,Basic,Formal,Partially Colocated,Basic,Critical
19.0,1971418.56,22.0,8.56,15.0,0.0,4.0,1.82,0.53,0.56,2.0,4.64,3.0,0.0,1.22,0.7,8.21,0.4,0.56,3.0,0.63,0.0,4.0,9.0,1.0,PROJ_2017,R&D,Agile,Mixed,Planning,Moderate,Critical,Familiar,Poor,Moderate,Internal,High,Mid-level PM,Managed,High,Moderate,0,Hybrid,Low,Extreme,Regular,Basic,Basic,Fully Remote,Poor,Critical
12.0,1042314.02,14.0,6.5,8.0,3.0,4.0,2.71,0.22,0.27,1.0,5.93,4.0,0.14,1.25,0.86,4.89,0.38,0.33,4.0,0.93,0.62,7.0,5.0,1.0,PROJ_2018,IT,Scrum,Senior,Planning,Moderate,High,Familiar,Medium,Moderate,Government,Medium,Mid-level PM,Managed,Medium,Limited,Mixed,Time & Materials,Low,Stable,Regular,Basic,Basic,Fully Colocated,Basic,Medium
36.5,2480708.76,26.0,4.65,19.0,1.0,4.0,0.48,0.22,0.88,0.0,7.4,3.0,0.0,0.96,0.1,7.15,0.72,1.55,3.0,0.51,0.0,8.0,9.0,1.0,PROJ_2019,Construction,Waterfall,Junior,Initiation,Stable,High,Familiar,Medium,Moderate,Mixed,Critical,Junior PM,Ad-hoc,Low,Moderate,0,Cost-Plus,High,Moderate,Strategic,0,0,Hybrid,Good,High
32.0,1785548.54,24.0,6.35,12.0,5.0,5.0,1.68,0.09,0.73,1.0,2.56,4.0,0.0,0.89,0.6,2.44,0.69,2.48,5.0,0.73,0.0,11.0,2.0,1.0,PROJ_2020,Construction,Waterfall,Senior,Planning,Stable,Critical,Expert,Medium,Weak,Internal,High,Mid-level PM,Defined,Low,Limited,0,Time & Materials,Medium,Moderate,Regular,Formal,Formal,Fully Colocated,Basic,Low
12.0,870472.19,11.0,5.81,7.0,5.0,1.0,1.02,0.35,0.68,3.0,5.04,3.0,0.2,1.12,0.68,1.37,0.37,1.17,3.0,0.91,0.7000000000000001,4.0,2.0,1.0,PROJ_2021,IT,Agile,Expert,Initiation,Moderate,Medium,Expert,Low,Moderate,Government,Medium,Mid-level PM,Optimizing,High,Limited,Mixed,Time & Materials,Medium,High,Regular,Formal,Formal,Partially Colocated,Basic,Medium
36.5,1931673.15,35.0,10.0,18.0,6.0,7.0,0.65,0.27,0.69,1.0,2.49,1.0,0.0,0.74,0.79,8.78,0.91,0.75,4.0,0.73,0.0,8.0,10.0,1.0,PROJ_2022,Construction,Waterfall,Senior,Closure,Stable,Medium,Expert,Medium,Moderate,External,Medium,Senior PM,Optimizing,Low,Good,0,Hybrid,High,Extreme,First-time,Formal,Advanced,Fully Remote,Excellent,Medium
36.5,2174005.98,30.0,7.78,20.0,1.0,5.0,0.76,0.67,0.64,1.0,1.2,4.0,0.0,0.62,0.75,6.28,0.53,1.66,0.0,0.91,0.0,5.0,7.0,1.0,PROJ_2023,Construction,Waterfall,Junior,Monitoring,Moderate,High,Familiar,Medium,Strong,Internal,High,Mid-level PM,Ad-hoc,Medium,Moderate,0,Hybrid,Medium,Moderate,Occasional,0,Basic,Partially Colocated,Basic,Critical
25.0,1838535.46,22.0,6.14,18.0,0.0,5.0,0.57,0.39,0.94,0.0,5.69,1.0,0.0,0.87,0.48,9.26,0.58,0.1,0.0,0.81,0.0,8.0,6.0,1.0,PROJ_2024,Construction,Hybrid,Mixed,Monitoring,Moderate,Low,Familiar,Low,Weak,External,Medium,Mid-level PM,Managed,Low,Limited,0,Time & Materials,High,Stable,Strategic,Formal,Basic,Fully Remote,Basic,High
20.0,1714610.16,24.0,10.0,18.0,1.0,7.0,2.02,0.41,0.35,1.0,3.31,5.0,0.04,0.79,0.93,6.23,0.6,2.8,6.0,0.49,0.7000000000000001,1.0,11.0,1.0,PROJ_2025,IT,Scrum,Mixed,Planning,Stable,High,Familiar,Excellent,Moderate,External,Low,Junior PM,Optimizing,Medium,Good,Modern/Stable,Fixed-Price,Low,High,Strategic,Formal,Advanced,Partially Colocated,Basic,Medium
5.0,527756.3,11.0,5.05,9.0,1.0,4.0,0.1,0.35,0.62,2.0,4.86,2.0,0.13,0.91,0.54,8.79,0.54,1.35,3.0,0.85,0.0,8.0,3.0,1.0,PROJ_2026,Manufacturing,Scrum,Mixed,Initiation,Stable,Critical,New,Medium,Weak,External,High,Senior PM,Defined,Medium,Moderate,0,Fixed-Price,Low,Extreme,First-time,Formal,Basic,Fully Colocated,Poor,Critical
13.0,1050171.11,13.0,3.94,8.0,0.0,1.0,0.65,0.09,0.65,2.0,2.73,2.0,0.0,0.94,0.77,8.69,0.75,0.41,1.0,0.75,0.0,7.0,1.0,1.0,PROJ_2027,Healthcare,Agile,Mixed,Execution,Moderate,Medium,New,Medium,Moderate,Mixed,Low,Mid-level PM,Defined,High,Limited,0,Fixed-Price,Low,Extreme,Strategic,Basic,Advanced,Fully Remote,Basic,Medium
16.0,734061.15,15.0,4.59,5.0,2.0,1.0,0.39,0.36,0.87,2.0,0.75,4.0,0.0,0.89,0.56,2.45,0.79,1.23,0.0,0.82,0.0,6.0,6.0,1.0,PROJ_2028,Marketing,Waterfall,Mixed,Initiation,Stable,Medium,New,Medium,Moderate,External,Low,Mid-level PM,Managed,Low,Moderate,0,Fixed-Price,High,Stable,Regular,Basic,Basic,Fully Remote,Excellent,High
11.0,623845.17,12.0,5.36,11.0,2.0,4.0,1.49,0.15,0.79,0.0,4.65,5.0,0.1,1.12,0.99,8.61,0.75,0.92,0.0,0.69,0.0,3.0,2.0,1.0,PROJ_2029,Manufacturing,Scrum,Junior,Initiation,Stable,Medium,New,Medium,Weak,Mixed,High,Senior PM,Defined,Low,Moderate,0,Time & Materials,Medium,Extreme,Regular,Basic,Basic,Fully Remote,Basic,High
8.0,676764.19,10.0,4.33,6.0,2.0,4.0,2.07,0.55,0.83,3.0,1.63,4.0,0.08,0.74,0.27,3.56,0.76,0.33,1.0,0.68,0.51,2.0,2.0,1.0,PROJ_2030,IT,Agile,Mixed,Monitoring,Volatile,High,Familiar,Poor,Strong,Government,Low,Certified PM,Optimizing,Medium,Poor,Modern/Stable,Time & Materials,Medium,High,Occasional,Formal,Formal,Hybrid,Good,Medium
2.0,310468.99,3.0,1.67,4.0,1.0,2.0,1.39,0.33,0.67,0.0,5.59,1.0,0.2,0.69,0.4,8.25,0.71,2.74,6.0,0.94,0.0,7.0,1.0,1.0,PROJ_2031,Manufacturing,Kanban,Junior,Planning,Moderate,Low,Expert,Poor,Weak,External,Critical,Certified PM,Managed,Low,Limited,0,Fixed-Price,Low,Stable,Occasional,Formal,Advanced,Fully Remote,Basic,Low
11.0,1092423.68,18.0,6.76,12.0,6.0,4.0,1.49,0.22,0.89,1.0,0.99,5.0,0.0,1.14,0.37,5.35,0.72,2.75,7.0,0.94,0.0,6.0,3.0,1.0,PROJ_2032,Healthcare,Kanban,Senior,Monitoring,Moderate,High,New,Poor,Moderate,Internal,Critical,Senior PM,Optimizing,Strict,Poor,0,Fixed-Price,Medium,Extreme,Regular,0,Basic,Fully Remote,Basic,Critical
16.0,1287362.31,16.0,4.85,10.0,5.0,1.0,0.57,0.17,0.7,1.0,1.74,4.0,0.0,0.66,0.27,3.62,0.62,1.37,3.0,0.67,0.0,4.0,2.0,1.0,PROJ_2033,Construction,Hybrid,Expert,Planning,Moderate,High,Expert,High,Moderate,Internal,Low,Certified PM,Defined,Low,Good,0,Hybrid,Low,Stable,Occasional,Advanced,Basic,Partially Colocated,Excellent,Low
9.0,1286148.88,13.0,5.48,12.0,6.0,1.0,0.45,0.28,0.47,2.0,3.72,5.0,0.05,1.05,0.66,4.2,0.93,1.37,2.0,0.86,0.0,8.0,4.0,1.0,PROJ_2034,R&D,Scrum,Senior,Initiation,Stable,Medium,New,Poor,Weak,Mixed,High,Junior PM,Defined,High,Limited,0,Cost-Plus,Medium,Stable,Occasional,Formal,0,Fully Remote,Poor,High
7.0,635189.15,11.0,3.53,5.0,2.0,2.0,0.18,0.3,0.49,1.0,1.11,4.0,0.0,1.23,0.82,1.09,0.88,0.2,5.0,0.47,0.0,12.0,3.0,1.0,PROJ_2035,Manufacturing,Scrum,Mixed,Planning,Moderate,Low,New,Medium,Strong,Internal,Low,Senior PM,Defined,Low,Poor,0,Time & Materials,Medium,Stable,Regular,Formal,Formal,Fully Colocated,Good,Medium
20.0,1632777.35,23.0,10.0,12.0,2.0,5.0,1.21,0.15,0.82,1.0,1.2,5.0,0.08,1.04,0.66,5.06,0.7,1.1,6.0,0.64,0.0,5.0,6.0,1.0,PROJ_2036,R&D,Agile,Mixed,Execution,Moderate,Medium,Familiar,Excellent,Strong,Internal,High,Junior PM,Defined,High,Good,0,Hybrid,Medium,High,Occasional,0,Basic,Fully Colocated,Basic,High
28.0,1542912.87,24.0,5.9,12.0,1.0,3.0,3.08,0.23,0.59,2.0,2.36,2.0,0.0,1.24,0.94,2.29,0.71,0.71,6.0,0.83,0.0,7.0,10.0,1.0,PROJ_2037,Construction,Waterfall,Junior,Planning,Moderate,High,Familiar,Medium,Weak,Internal,Medium,Junior PM,Defined,Low,Limited,0,Time & Materials,High,Stable,Regular,Basic,Formal,Fully Remote,Excellent,High
21.0,1563808.06,23.0,10.0,15.0,4.0,7.0,1.63,0.02,0.84,2.0,1.51,2.0,0.08,0.73,0.57,6.02,0.36,0.86,7.0,0.9,0.0,3.0,4.0,1.0,PROJ_2038,R&D,Agile,Senior,Execution,Moderate,Medium,New,Poor,Moderate,Mixed,Low,Senior PM,Managed,Medium,Good,0,Cost-Plus,Medium,Extreme,Occasional,Advanced,Formal,Fully Colocated,Poor,Critical
15.0,1194164.55,21.0,10.0,11.0,3.0,5.0,4.25,0.12,0.65,2.0,8.715,1.0,0.16,0.87,0.55,9.76,0.81,1.17,1.0,0.85,0.0,11.0,4.0,1.0,PROJ_2039,R&D,Agile,Senior,Closure,Stable,Critical,Expert,Poor,Moderate,External,Medium,Senior PM,Ad-hoc,Low,Poor,0,Time & Materials,High,Extreme,First-time,Formal,0,Partially Colocated,Good,Critical
18.0,1073680.16,13.0,4.14,11.0,2.0,3.0,0.62,0.5,0.83,1.0,4.64,3.0,0.0,0.65,0.84,9.46,0.96,3.3999999999999995,0.0,0.74,0.0,2.0,2.0,1.0,PROJ_2040,Construction,Waterfall,Mixed,Initiation,Volatile,High,Familiar,Medium,Strong,Government,Low,Mid-level PM,Defined,Low,Moderate,0,Hybrid,Low,Stable,Regular,0,Formal,Fully Remote,Basic,High
36.0,2109268.69,29.0,7.17,19.0,4.0,3.0,2.44,0.19,0.69,1.0,1.63,3.0,0.0,0.98,0.33,3.98,0.75,3.3999999999999995,6.0,0.69,0.0,2.0,4.0,1.0,PROJ_2041,Construction,Waterfall,Mixed,Monitoring,Moderate,Low,Familiar,Excellent,Moderate,Mixed,High,Mid-level PM,Managed,High,Good,0,Time & Materials,Medium,High,Occasional,Formal,Formal,Fully Colocated,Good,Medium
2.0,516012.27,6.0,3.24,4.0,5.0,1.0,1.4,0.07,0.87,0.0,3.66,1.0,0.2,0.78,0.1,2.54,0.62,0.65,5.0,0.52,0.0,9.0,2.0,1.0,PROJ_2042,Manufacturing,Agile,Expert,Planning,Moderate,Medium,Expert,Low,Moderate,Internal,High,Certified PM,Managed,Medium,Moderate,0,Hybrid,Medium,Stable,Occasional,Formal,0,Partially Colocated,Basic,Low
5.0,570298.68,8.0,4.25,6.0,1.0,1.0,1.94,0.36,0.82,1.0,2.67,2.0,0.2,0.76,0.62,6.95,0.59,1.77,0.0,0.43,0.0,5.0,2.0,1.0,PROJ_2043,Manufacturing,Scrum,Senior,Initiation,Moderate,Critical,Expert,Low,Strong,External,Critical,Senior PM,Managed,Low,Poor,0,Fixed-Price,Medium,Moderate,Regular,Basic,Formal,Partially Colocated,Excellent,High
12.0,780594.92,16.0,7.09,10.0,0.0,4.0,2.11,0.39,0.94,1.0,8.715,4.0,0.1,0.95,0.74,7.45,0.67,0.38,5.0,0.94,0.0,6.0,2.0,1.0,PROJ_2044,Healthcare,Agile,Junior,Planning,Moderate,Critical,Expert,High,Moderate,Mixed,Low,Mid-level PM,Defined,Low,Excellent,0,Time & Materials,High,Extreme,First-time,Basic,Formal,Partially Colocated,Good,High
8.0,563907.22,9.0,5.07,8.0,0.0,2.0,1.08,0.5,0.94,0.0,2.06,2.0,0.2,0.86,0.77,4.14,0.42,1.29,2.0,0.92,0.7000000000000001,10.0,3.0,1.0,PROJ_2045,IT,Scrum,Junior,Execution,Volatile,Low,New,Poor,Moderate,Mixed,Low,Mid-level PM,Managed,Strict,Poor,Mixed,Hybrid,Medium,Stable,Occasional,Basic,Formal,Hybrid,Basic,Critical
14.0,878357.59,23.0,8.74,6.0,1.0,6.0,1.11,0.7,0.88,2.0,1.14,3.0,0.0,0.63,0.56,7.22,0.68,0.48,1.0,0.74,0.53,3.0,3.0,1.0,PROJ_2046,IT,Kanban,Mixed,Planning,Volatile,Critical,New,Excellent,Moderate,External,High,Senior PM,Defined,Strict,Moderate,Legacy/Unstable,Fixed-Price,Medium,Moderate,Occasional,0,Advanced,Hybrid,Basic,Critical
15.0,787459.06,15.0,4.21,6.0,1.0,3.0,4.4350000000000005,0.28,0.91,2.0,1.86,3.0,0.0,1.3,0.2,4.2,0.7,0.53,2.0,0.85,0.0,7.0,1.0,1.0,PROJ_2047,Marketing,Hybrid,Expert,Initiation,Moderate,Critical,Familiar,Low,Moderate,External,Critical,Senior PM,Managed,Medium,Moderate,0,Fixed-Price,Low,Moderate,Regular,Basic,Advanced,Hybrid,Basic,Low
10.0,960068.53,11.0,3.79,7.0,1.0,3.0,2.71,0.4,0.95,2.0,0.62,2.0,0.0,0.77,0.04,6.85,0.82,0.58,1.0,0.77,0.67,8.0,2.0,1.0,PROJ_2048,IT,Scrum,Junior,Execution,Volatile,Low,Expert,Low,Moderate,External,Low,Junior PM,Defined,High,Poor,Modern/Stable,Fixed-Price,Low,High,Strategic,Basic,Basic,Fully Colocated,Good,Medium
9.0,714696.83,19.0,6.97,11.0,0.0,5.0,0.09,0.28,0.39,1.0,4.86,5.0,0.0,0.61,0.53,5.49,0.99,1.12,1.0,0.66,0.0,4.0,5.0,1.0,PROJ_2049,Healthcare,Kanban,Senior,Execution,Stable,High,Familiar,Medium,Weak,External,High,Senior PM,Optimizing,Medium,Limited,0,Hybrid,Medium,High,First-time,Formal,Advanced,Fully Remote,Basic,Medium
2.0,417930.08,3.0,2.19,5.0,2.0,3.0,1.15,0.42,0.72,1.0,5.11,2.0,0.2,0.98,0.59,3.0,0.69,1.22,1.0,0.78,0.0,9.0,1.0,1.0,PROJ_2050,Healthcare,Scrum,Mixed,Closure,Volatile,Medium,Familiar,Excellent,Strong,Internal,Low,Senior PM,Defined,Strict,Excellent,0,Hybrid,Medium,Moderate,Occasional,Basic,Basic,Hybrid,Excellent,Low
28.0,2275091.06,27.0,6.34,21.0,4.0,2.0,0.64,0.29,0.96,1.0,0.61,1.0,0.0,1.15,0.17,2.51,0.99,0.96,0.0,0.73,0.0,6.0,4.0,1.0,PROJ_2051,Construction,Hybrid,Senior,Closure,Volatile,Low,Expert,High,Weak,Internal,Low,Senior PM,Defined,Low,Excellent,0,Hybrid,Medium,Moderate,Strategic,Basic,Basic,Partially Colocated,Basic,Low
36.5,1955080.71,28.0,7.99,17.0,4.0,3.0,1.92,0.02,0.46,0.0,4.09,2.0,0.0,0.82,0.62,7.3,0.3,3.3999999999999995,1.0,0.62,0.0,8.0,4.0,1.0,PROJ_2052,Construction,Waterfall,Senior,Closure,Volatile,High,Expert,High,Weak,External,Low,Senior PM,Ad-hoc,High,Excellent,0,Hybrid,Medium,Moderate,Regular,0,0,Hybrid,Good,High
23.0,2220729.86,24.0,9.35,16.0,1.0,5.0,2.56,0.22,0.9,0.0,7.74,5.0,0.0,1.23,0.13,8.86,0.43,0.44,6.0,0.59,0.0,1.0,4.0,1.0,PROJ_2053,R&D,Scrum,Mixed,Closure,Moderate,High,New,Medium,Moderate,Mixed,High,Mid-level PM,Managed,Medium,Poor,0,Fixed-Price,High,High,Strategic,Formal,Basic,Fully Colocated,Excellent,High
13.0,851072.62,13.0,6.46,9.0,2.0,5.0,1.74,0.29,0.65,0.0,5.34,2.0,0.2,1.09,0.95,6.86,0.77,0.26,6.0,0.59,0.0,4.0,2.0,1.0,PROJ_2054,R&D,Agile,Mixed,Execution,Moderate,Low,New,Poor,Moderate,Government,High,Mid-level PM,Defined,High,Moderate,0,Fixed-Price,Medium,Stable,First-time,Basic,Basic,Hybrid,Good,High
36.5,2002943.91,30.0,8.73,18.0,0.0,5.0,4.08,0.33,0.75,1.0,3.85,1.0,0.0,1.23,0.88,9.6,0.37,3.3,6.0,0.78,0.0,12.0,2.0,1.0,PROJ_2055,Construction,Waterfall,Mixed,Execution,Volatile,Medium,Familiar,Low,Weak,External,Critical,Mid-level PM,Optimizing,Low,Moderate,0,Time & Materials,High,Extreme,Occasional,Formal,Basic,Partially Colocated,Basic,Critical
5.0,967974.16,8.0,3.15,8.0,3.0,1.0,1.72,0.31,0.95,1.0,2.98,1.0,0.0,1.21,0.6,5.8,0.68,0.17,6.0,0.95,0.41,2.0,2.0,1.0,PROJ_2056,IT,Scrum,Senior,Monitoring,Stable,Critical,Expert,Low,Moderate,Government,High,Junior PM,Managed,High,Good,Mixed,Fixed-Price,High,Stable,Strategic,Formal,Basic,Partially Colocated,Good,Medium
6.0,546148.24,9.0,5.46,8.0,1.0,4.0,0.11,0.05,0.94,2.0,3.36,3.0,0.2,1.3,0.74,3.31,0.73,1.19,6.0,0.86,0.0,2.0,1.0,1.0,PROJ_2057,Marketing,Scrum,Senior,Planning,Volatile,Medium,Familiar,Excellent,Strong,External,Low,Junior PM,Optimizing,Low,Excellent,0,Fixed-Price,Low,High,Occasional,Formal,Advanced,Partially Colocated,Good,Low
22.0,2420536.93,26.0,8.97,19.0,0.0,5.0,1.39,0.25,0.56,1.0,1.32,1.0,0.0,1.15,0.05,1.11,0.93,3.23,5.0,0.77,0.0,3.0,7.0,1.0,PROJ_2058,R&D,Scrum,Junior,Initiation,Moderate,Critical,Familiar,Medium,Moderate,Mixed,Low,Mid-level PM,Defined,Medium,Limited,0,Time & Materials,High,Moderate,Strategic,Basic,Basic,Fully Colocated,Basic,High
15.0,798100.97,13.0,3.85,7.0,2.0,0.0,1.02,0.53,0.82,1.0,8.715,4.0,0.0,0.72,0.76,2.26,0.7,0.69,4.0,0.71,0.0,3.0,2.0,1.0,PROJ_2059,Healthcare,Hybrid,Junior,Planning,Moderate,Medium,New,Medium,Strong,Government,Medium,Mid-level PM,Defined,Medium,Poor,0,Time & Materials,Low,High,Regular,Basic,Basic,Partially Colocated,Good,Medium
36.5,2320842.2,32.0,7.91,21.0,1.0,5.0,1.57,0.37,0.48,3.0,6.68,3.0,0.0,1.13,0.88,7.82,0.81,1.04,5.0,0.81,0.0,11.0,12.0,1.0,PROJ_2060,Construction,Waterfall,Senior,Initiation,Stable,Medium,Expert,Medium,Moderate,External,Critical,Mid-level PM,Optimizing,Medium,Limited,0,Fixed-Price,Low,Moderate,Occasional,Basic,Formal,Hybrid,Excellent,Medium
5.0,375582.52,8.0,3.44,9.0,0.0,2.0,0.44,0.27,0.66,2.0,2.46,2.0,0.07,1.1,0.09,7.06,0.83,0.66,5.0,0.84,0.7000000000000001,11.0,1.0,1.0,PROJ_2061,IT,Scrum,Mixed,Planning,Moderate,Critical,Expert,Poor,Strong,External,Critical,Mid-level PM,Managed,High,Poor,Modern/Stable,Fixed-Price,Medium,Stable,First-time,Basic,Formal,Fully Remote,Basic,Medium
14.0,1012582.15,15.0,4.36,8.0,3.0,3.0,0.18,0.17,0.92,1.0,1.62,4.0,0.0,1.12,0.1,7.02,0.38,0.69,3.0,0.62,0.0,9.0,3.0,1.0,PROJ_2062,Construction,Hybrid,Senior,Monitoring,Volatile,High,Familiar,High,Moderate,External,High,Mid-level PM,Ad-hoc,High,Moderate,0,Fixed-Price,High,Stable,First-time,0,0,Fully Remote,Basic,Critical
13.0,1161579.05,17.0,8.19,14.0,0.0,3.0,2.16,0.32,0.9,0.0,1.57,3.0,0.17,0.9,0.67,2.71,0.39,1.41,0.0,0.48,0.41,1.0,5.0,1.0,PROJ_2063,IT,Agile,Junior,Planning,Stable,Low,Familiar,Low,Weak,Mixed,Critical,Mid-level PM,Defined,Strict,Limited,Modern/Stable,Fixed-Price,Low,Moderate,Strategic,Basic,Basic,Fully Remote,Poor,Critical
34.0,2368507.92,24.0,4.11,22.0,0.0,1.0,1.48,0.32,0.85,3.5,3.1,3.0,0.0,0.66,0.23,6.65,0.61,0.39,7.0,0.8,0.0,6.0,2.0,1.0,PROJ_2064,Construction,Waterfall,Mixed,Planning,Moderate,Medium,New,High,Strong,Internal,Critical,Senior PM,Managed,High,Excellent,0,Time & Materials,High,Stable,Strategic,Formal,0,Fully Remote,Excellent,Medium
10.0,835202.47,20.0,8.84,12.0,0.0,3.0,1.22,0.17,0.78,0.0,4.05,5.0,0.1,0.85,0.28,1.71,0.61,0.85,7.0,0.59,0.31,1.0,6.0,1.0,PROJ_2065,IT,Agile,Mixed,Planning,Moderate,Critical,New,Poor,Moderate,External,Low,Senior PM,Managed,High,Excellent,Modern/Stable,Time & Materials,Medium,High,First-time,Formal,Advanced,Hybrid,Basic,Medium
8.0,616369.79,11.0,5.34,7.0,4.0,3.0,0.36,0.22,0.24,3.0,1.19,2.0,0.18,1.26,0.87,2.08,0.78,0.85,3.0,0.55,0.34,8.0,1.0,1.0,PROJ_2066,IT,Agile,Senior,Initiation,Moderate,Medium,Expert,High,Weak,Internal,Low,Senior PM,Managed,Strict,Moderate,Legacy/Unstable,Fixed-Price,Low,High,First-time,Basic,Formal,Hybrid,Good,Critical
10.0,636923.86,11.0,4.28,7.0,0.0,1.0,1.12,0.28,0.72,2.0,3.09,5.0,0.0,1.13,0.14,6.88,0.93,0.6,0.0,0.7,0.0,9.0,3.0,1.0,PROJ_2067,Marketing,Waterfall,Junior,Closure,Volatile,Low,New,Poor,Moderate,Internal,Critical,Senior PM,Ad-hoc,Low,Good,0,Cost-Plus,High,Stable,First-time,0,0,Fully Colocated,Good,Critical
7.0,591695.7,7.0,1.64,4.0,2.0,1.0,2.19,0.3,0.61,0.0,4.93,1.0,0.0,1.3,0.41,3.98,0.52,1.0,7.0,0.98,0.0,12.0,2.0,1.0,PROJ_2068,Manufacturing,Hybrid,Junior,Execution,Stable,High,Familiar,Excellent,Moderate,External,Critical,Senior PM,Managed,Low,Moderate,0,Cost-Plus,Low,Stable,Regular,Formal,Basic,Fully Colocated,Basic,Low
13.0,777159.49,18.0,7.43,7.0,2.0,4.0,1.14,0.41,0.9,2.0,4.1,2.0,0.03,0.86,0.87,2.42,0.42,0.69,0.0,0.91,0.18,10.0,2.0,1.0,PROJ_2069,IT,Agile,Senior,Planning,Moderate,Low,Expert,Medium,Moderate,External,High,Senior PM,Optimizing,High,Moderate,Mixed,Cost-Plus,Low,High,Occasional,Advanced,Formal,Fully Remote,Basic,Medium
